,id,words,label,terms,hash,features
4178,4179,"[""he's"", 'in', 'lag', ""that's"", 'just', 'the', 'sad', 'part', 'but', 'we', 'keep', 'in', 'touch', 'thanks', 'to', 'skype']",0,"['lag', 'sad', 'part', 'keep', 'touch', 'thanks', 'skype']","(1024,[122,606,612,620,781,813,942],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[122,606,612,620,781,813,942],[3.557143394108088,3.6356150095495834,4.962485950198674,4.5317030341062186,5.192060391843174,4.498913211283228,6.141140946540319])"
4179,4180,"['ok', 'lor', 'then', 'we', 'go', 'tog', 'lor']",0,"['ok', 'lor', 'go', 'tog', 'lor']","(1024,[295,445,660,801],[1.0,1.0,1.0,2.0])","(1024,[295,445,660,801],[4.674803877746892,2.691153400708732,2.9492937940600377,7.101747562188985])"
4180,4181,"['two', 'teams', 'waiting', 'for', 'some', 'players']",0,"['two', 'teams', 'waiting', 'players']","(1024,[36,213,296,304],[1.0,1.0,1.0,1.0])","(1024,[36,213,296,304],[4.5656045857819,6.323462503334274,4.5656045857819,4.421354976937353])"
4181,4182,"['can', 'send', 'me', 'a', 'copy', 'of', 'da', 'report']",0,"['send', 'copy', 'da', 'report']","(1024,[163,177,400,713],[1.0,1.0,1.0,1.0])","(1024,[163,177,400,713],[3.317779898927115,3.5890949939146903,5.099687071712158,5.070699534838906])"
4182,4183,"['swhrt', 'how', 'u', 'dey', 'hope', 'ur', 'ok', 'tot', 'about', 'u', 'day', 'love', 'n', 'miss', 'take', 'care']",0,"['swhrt', 'u', 'dey', 'hope', 'ur', 'ok', 'tot', 'u', 'day', 'love', 'n', 'miss', 'take', 'care']","(1024,[19,112,160,287,343,391,401,507,645,660,665,686,982],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0])","(1024,[19,112,160,287,343,391,401,507,645,660,665,686,982],[2.836087425431066,3.255409568200657,3.7897656893768414,4.207206988531722,3.520102122427739,3.595609674935884,5.581525158604896,5.192060391843174,2.8894752988491277,2.9492937940600377,4.841857962410058,4.051336617824937,3.553962627389724])"
4183,4184,"['ok', 'da', 'i', 'already', 'planned', 'i', 'wil', 'pick', 'you']",0,"['ok', 'da', 'already', 'planned', 'wil', 'pick']","(1024,[177,249,660,796,876,965],[1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[177,249,660,796,876,965],[3.5890949939146903,3.104586678466073,2.9492937940600377,4.195230797485006,4.841857962410058,4.734227298217693])"
4184,4185,"['urgent', 'please', 'call', 'your', 'abta', 'complimentary', '*', 'spanish', 'holiday', 'or', 'cash', 'await', 'collection', 'sae', 't&cs', 'box', 'po', 'ez', 'ppm', '+']",1,"['urgent', 'please', 'call', 'abta', 'complimentary', '*', 'spanish', 'holiday', 'cash', 'await', 'collection', 'sae', 't&cs', 'box', 'po', 'ez', 'ppm', '+']","(1024,[31,65,111,124,138,212,250,252,352,521,559,561,586,699,755,887,974,989],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[31,65,111,124,138,212,250,252,352,521,559,561,586,699,755,887,974,989],[3.7897656893768414,4.5485101524226,5.581525158604896,5.630315322774329,2.2391682769656747,4.451660326432682,4.082752814058316,4.819385106557999,3.8638736615305636,3.7060666705001943,4.160139477673736,3.7977338590260183,4.207206988531722,4.295314256041989,5.447993765980374,3.532297395521557,4.406539891152213,4.126237925998055])"
4185,4186,"['i', 'just', 'really', 'need', 'shit', 'before', 'tomorrow', 'and', 'i', 'know', 'you', ""won't"", 'be', 'awake', 'before', 'like']",0,"['really', 'need', 'shit', 'tomorrow', 'know', 'awake', 'like']","(1024,[14,138,217,386,457,588,643],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[14,138,217,386,457,588,643],[3.953218761866413,2.2391682769656747,3.009276498661748,3.0692195346287816,3.9720872461707963,4.244020961654438,3.0313362167264803])"
4186,4187,"[""i'm"", 'good', 'have', 'you', 'registered', 'to', 'vote']",0,"['good', 'registered', 'vote']","(1024,[766,792,892],[1.0,1.0,1.0])","(1024,[766,792,892],[5.986990266713061,2.9561666733478,5.581525158604896])"
4187,4188,"['hmm', 'ok', ""i'll"", 'stay', 'for', 'like', 'an', 'hour', 'cos', 'my', 'eye', 'is', 'really', 'sore']",0,"['hmm', 'ok', 'stay', 'like', 'hour', 'cos', 'eye', 'really', 'sore']","(1024,[14,127,130,188,386,545,632,660],[1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0])","(1024,[14,127,130,188,386,545,632,660],[3.953218761866413,4.988461436601934,3.8302570507315785,5.681608617161879,3.0692195346287816,9.349607755493784,5.407171771460119,2.9492937940600377])"
4188,4189,"['dear', 'got', 'bus', 'directly', 'to', 'calicut']",0,"['dear', 'got', 'bus', 'directly', 'calicut']","(1024,[402,593,743,782,1012],[1.0,1.0,1.0,1.0,1.0])","(1024,[402,593,743,782,1012],[6.141140946540319,4.406539891152213,3.0425512875466203,3.582622479409073,5.258751766341845])"
4189,4190,"['mm', 'umma', 'ask', 'vava', 'also', 'to', 'come', 'tell', 'him', 'can', 'play', 'later', 'together']",0,"['mm', 'umma', 'ask', 'vava', 'also', 'come', 'tell', 'play', 'later', 'together']","(1024,[77,242,275,378,538,604,704,792,876,986],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[77,242,275,378,538,604,704,792,876,986],[4.171700300074812,4.01092707948706,5.7356758384321544,3.684405173719015,3.5384512610959353,3.104586678466073,3.44989786375449,2.9561666733478,4.841857962410058,4.451660326432682])"
4190,4191,"['well', 'the', 'general', 'price', 'is', '<#>', '/oz', 'let', 'me', 'know', 'if/when/how', 'much', 'you', 'want']",0,"['well', 'general', 'price', '<#>', '/oz', 'let', 'know', 'if/when/how', 'much', 'want']","(1024,[557,563,598,643,700,785,816,946,952,988],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[557,563,598,643,700,785,816,946,952,988],[3.691573663197628,5.293843086153116,3.108594699863612,3.0313362167264803,3.2278848948105665,4.618714411095849,3.201097578846917,5.792834252272104,4.754846585420428,3.8469241032167902])"
4191,4192,"['sorry', ""i'll"", 'call', 'later']",0,"['sorry', 'call', 'later']","(1024,[138,344,378],[1.0,1.0,1.0])","(1024,[138,344,378],[2.2391682769656747,2.892706319430574,3.684405173719015])"
4192,4193,"['each', 'moment', 'in', 'a', 'day', 'has', 'its', 'own', 'value', 'morning', 'brings', 'hope', 'afternoon', 'brings', 'faith', 'evening', 'brings', 'luv', 'night', 'brings', 'rest', 'wish', 'u', 'find', 'them', 'all', 'today', 'good', 'morning']",0,"['moment', 'day', 'value', 'morning', 'brings', 'hope', 'afternoon', 'brings', 'faith', 'evening', 'brings', 'luv', 'night', 'brings', 'rest', 'wish', 'u', 'find', 'today', 'good', 'morning']","(1024,[43,117,160,239,454,534,556,645,672,682,687,742,792,841,852,982,1019],[1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[43,117,160,239,454,534,556,645,672,682,687,742,792,841,852,982,1019],[4.5656045857819,5.224850214666164,3.7897656893768414,4.436392854301894,19.748672568857533,3.496148881405246,3.8811154679650697,2.8894752988491277,4.819385106557999,4.841857962410058,8.041754820680456,3.981656697186947,2.9561666733478,4.841857962410058,5.49055338039917,1.776981313694862,4.674803877746892])"
4193,4194,"['<#>', 'w', 'jetton', 'ave', 'if', 'you', 'forgot']",0,"['<#>', 'w', 'jetton', 'ave', 'forgot']","(1024,[72,115,170,598,851],[1.0,1.0,1.0,1.0,1.0])","(1024,[72,115,170,598,851],[4.694221963603994,4.60069590559317,4.3775523542789605,3.108594699863612,4.7758999946182605])"
4194,4195,"['ok', ""i'm"", 'coming', 'home', 'now']",0,"['ok', 'coming', 'home']","(1024,[485,660,662],[1.0,1.0,1.0])","(1024,[485,660,662],[2.8894752988491277,2.9492937940600377,4.148710781850113])"
4195,4196,"['can', 'not', 'use', 'foreign', 'stamps', 'in', 'this', 'country']",0,"['use', 'foreign', 'stamps', 'country']","(1024,[137,763,838,881],[1.0,1.0,1.0,1.0])","(1024,[137,763,838,881],[4.498913211283228,5.681608617161879,3.813863240955902,4.841857962410058])"
4196,4197,"['double', 'mins', 'and', 'txts', 'months', 'free', 'bluetooth', 'on', 'orange', 'available', 'on', 'sony', 'nokia', 'motorola', 'phones', 'call', 'mobileupd', 'on', 'or', 'call', 'optout/n', 'dx']",1,"['double', 'mins', 'txts', 'months', 'free', 'bluetooth', 'orange', 'available', 'sony', 'nokia', 'motorola', 'phones', 'call', 'mobileupd', 'call', 'optout/n', 'dx']","(1024,[138,150,180,193,217,307,357,429,542,566,595,604,689,731,955,1002],[2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[138,150,180,193,217,307,357,429,542,566,595,604,689,731,955,1002],[4.478336553931349,3.9913186080986836,4.01092707948706,2.8269549418677937,3.009276498661748,6.141140946540319,5.367951058306837,4.3775523542789605,4.498913211283228,4.7758999946182605,4.171700300074812,3.104586678466073,3.934699714099176,3.358189437264991,3.19232559277408,4.819385106557999])"
4197,4198,"['sorry', ""it's"", 'a', 'lot', 'of', 'friend', 'of', 'a', 'friend', 'stuff', ""i'm"", 'just', 'now', 'about', 'to', 'talk', 'to', 'the', 'actual', 'guy', 'who', 'wants', 'to', 'buy']",0,"['sorry', 'lot', 'friend', 'friend', 'stuff', 'talk', 'actual', 'guy', 'wants', 'buy']","(1024,[150,231,344,441,445,757,782,829,931],[2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[150,231,344,441,445,757,782,829,931],[7.982637216197367,4.5656045857819,2.892706319430574,4.051336617824937,2.691153400708732,4.001074783044048,3.582622479409073,6.680137447273006,4.7140245909001735])"
4198,4199,"['free', 'for', 'st', 'week', 'no', 'nokia', 'tone', 'ur', 'mob', 'every', 'week', 'just', 'txt', 'nokia', 'to', 'get', 'txting', 'and', 'tell', 'ur', 'mates', 'www', 'getzed', 'co', 'uk', 'pobox', 'w', 'wq', 'norm', 'p/tone', '+']",1,"['free', 'st', 'week', 'nokia', 'tone', 'ur', 'mob', 'every', 'week', 'txt', 'nokia', 'get', 'txting', 'tell', 'ur', 'mates', 'www', 'getzed', 'co', 'uk', 'pobox', 'w', 'wq', 'norm', 'p/tone', '+']","(1024,[19,24,89,115,122,180,193,224,256,257,279,338,538,567,632,711,790,887,935,951,996],[2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0])","(1024,[19,24,89,115,122,180,193,224,256,257,279,338,538,567,632,711,790,887,935,951,996],[5.672174850862132,4.195230797485006,4.421354976937353,4.60069590559317,3.557143394108088,8.02185415897412,2.8269549418677937,4.888377978044951,4.126237925998055,3.9626085022162525,4.5317030341062186,7.8878327384082,7.076902522191871,2.569263583099695,5.407171771460119,4.841857962410058,3.4612616224048054,7.064594791043114,4.244020961654438,5.681608617161879,4.864847480634757])"
4199,4200,"['want', 'to', 'funk', 'up', 'ur', 'fone', 'with', 'a', 'weekly', 'new', 'tone', 'reply', 'tones', 'u', 'this', 'text', 'www', 'ringtones', 'co', 'uk', 'the', 'original', 'n', 'best', 'tones', 'gbp', 'network', 'operator', 'rates', 'apply']",1,"['want', 'funk', 'ur', 'fone', 'weekly', 'new', 'tone', 'reply', 'tones', 'u', 'text', 'www', 'ringtones', 'co', 'uk', 'original', 'n', 'best', 'tones', 'gbp', 'network', 'operator', 'rates', 'apply']","(1024,[7,19,89,122,139,187,247,249,257,379,391,555,625,654,709,789,816,886,887,894,922,955,982],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[7,19,89,122,139,187,247,249,257,379,391,555,625,654,709,789,816,886,887,894,922,955,982],[5.49055338039917,2.836087425431066,4.421354976937353,3.557143394108088,4.58299632849377,5.293843086153116,5.070699534838906,3.104586678466073,3.9626085022162525,4.988461436601934,3.595609674935884,5.986990266713061,3.342843867590331,5.407171771460119,9.874336284428766,3.526181168504121,3.201097578846917,4.231598441655881,3.532297395521557,4.7140245909001735,4.797406199839225,3.19232559277408,1.776981313694862])"
4200,4201,"['cmon', 'babe', 'make', 'me', 'horny', '*turn*', 'me', 'on', 'txt', 'me', 'your', 'fantasy', 'now', 'babe', 'im', 'hot', 'sticky', 'and', 'need', 'you', 'now', 'all', 'replies', 'cost', 'cancel', 'send', 'stop']",1,"['cmon', 'babe', 'make', 'horny', '*turn*', 'txt', 'fantasy', 'babe', 'im', 'hot', 'sticky', 'need', 'replies', 'cost', 'cancel', 'send', 'stop']","(1024,[26,38,93,131,163,217,359,362,398,517,536,540,629,671,790,931],[1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[26,38,93,131,163,217,359,362,398,517,536,540,629,671,790,931],[3.2741894628522528,5.581525158604896,5.224850214666164,6.888528092072469,3.317779898927115,3.009276498661748,4.7140245909001735,4.126237925998055,5.630315322774329,5.986990266713061,5.630315322774329,3.602167075482043,3.8811154679650697,5.160311693528593,3.4612616224048054,4.7140245909001735])"
4201,4202,"['i', 'will', 'come', 'tomorrow', 'di']",0,"['come', 'tomorrow', 'di']","(1024,[457,525,604],[1.0,1.0,1.0])","(1024,[457,525,604],[3.9720872461707963,4.082752814058316,3.104586678466073])"
4202,4203,"['wylie', 'update', 'my', 'weed', 'dealer', 'carlos', 'went', 'to', 'freedom', 'and', 'had', 'a', 'class', 'with', 'lunsford']",0,"['wylie', 'update', 'weed', 'dealer', 'carlos', 'went', 'freedom', 'class', 'lunsford']","(1024,[406,421,491,501,637,687,711,731,982],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[406,421,491,501,637,687,711,731,982],[3.822026551595063,5.630315322774329,5.853458874088538,5.535005142970004,4.6557556827761974,4.020877410340228,4.841857962410058,3.358189437264991,1.776981313694862])"
4203,4204,"['are', 'you', 'happy', 'baby', 'are', 'you', 'alright', 'did', 'you', 'take', 'that', 'job', 'i', 'hope', 'your', 'fine', 'i', 'send', 'you', 'a', 'kiss', 'to', 'make', 'you', 'smile', 'from', 'across', 'the', 'sea', '*kiss*', '*kiss*']",0,"['happy', 'baby', 'alright', 'take', 'job', 'hope', 'fine', 'send', 'kiss', 'make', 'smile', 'across', 'sea', '*kiss*', '*kiss*']","(1024,[160,163,191,270,277,343,410,510,628,629,664,670,868,870],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0])","(1024,[160,163,191,270,277,343,410,510,628,629,664,670,868,870],[3.7897656893768414,3.317779898927115,3.5020836169250606,5.293843086153116,3.5508737810944924,3.520102122427739,4.912475529624012,3.9913186080986836,11.973980533426122,3.8811154679650697,4.754846585420428,4.937168142214383,3.981656697186947,4.39194109173106])"
4204,4205,"['c', 'movie', 'is', 'juz', 'last', 'minute', 'decision', 'mah', 'juz', 'watch', 'lar', 'but', 'i', 'tot', 'not', 'interested']",0,"['c', 'movie', 'juz', 'last', 'minute', 'decision', 'mah', 'juz', 'watch', 'lar', 'tot', 'interested']","(1024,[8,26,109,261,322,485,507,697,785,834,966],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0])","(1024,[8,26,109,261,322,485,507,697,785,834,966],[5.535005142970004,3.2741894628522528,5.070699534838906,4.137411226596179,4.451660326432682,2.8894752988491277,5.192060391843174,4.030927746193729,4.618714411095849,8.343400600149623,4.126237925998055])"
4205,4206,"['how', 'are', 'you', 'enjoying', 'this', 'semester', 'take', 'care', 'brother']",0,"['enjoying', 'semester', 'take', 'care', 'brother']","(1024,[97,343,686,920,955],[1.0,1.0,1.0,1.0,1.0])","(1024,[97,343,686,920,955],[4.3493814773122645,3.520102122427739,4.051336617824937,4.451660326432682,3.19232559277408])"
4206,4207,"['important', 'information', 'orange', 'user', 'xxxxxx', 'today', 'is', 'ur', 'lucky', 'day', 'find', 'out', 'why', 'log', 'onto', 'http', '//www', 'urawinner', 'com', ""there's"", 'a', 'fantastic', 'prizeawaiting', 'you']",1,"['important', 'information', 'orange', 'user', 'xxxxxx', 'today', 'ur', 'lucky', 'day', 'find', 'log', 'onto', 'http', '//www', 'urawinner', 'com', 'fantastic', 'prizeawaiting']","(1024,[15,19,205,225,329,429,525,534,559,567,620,645,682,738,742,889,921],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0])","(1024,[15,19,205,225,329,429,525,534,559,567,620,645,682,738,742,889,921],[5.099687071712158,2.836087425431066,4.363367719287004,4.001074783044048,4.618714411095849,4.3775523542789605,4.082752814058316,3.496148881405246,4.160139477673736,2.569263583099695,4.5317030341062186,2.8894752988491277,4.841857962410058,5.367951058306837,3.981656697186947,4.451660326432682,9.20139181118634])"
4207,4208,"['get', 'the', 'door', ""i'm"", 'here']",0,"['get', 'door']","(1024,[431,567],[1.0,1.0])","(1024,[431,567],[5.917997395226109,2.569263583099695])"
4208,4209,"['lets', 'use', 'it', 'next', 'week', 'princess']",0,"['lets', 'use', 'next', 'week', 'princess']","(1024,[137,338,689,718,921],[1.0,1.0,1.0,1.0,1.0])","(1024,[137,338,689,718,921],[4.498913211283228,3.9439163692041,3.934699714099176,4.888377978044951,4.60069590559317])"
4209,4210,"['or', 'i', 'go', 'home', 'first', 'lar', 'wait', 'me', 'lor', 'i', 'put', 'down', 'my', 'stuff', 'first']",0,"['go', 'home', 'first', 'lar', 'wait', 'lor', 'put', 'stuff', 'first']","(1024,[191,290,441,445,485,565,801,966],[2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[191,290,441,445,485,565,801,966],[7.004167233850121,3.758513145872737,4.051336617824937,2.691153400708732,2.8894752988491277,4.256599743861298,3.5508737810944924,4.126237925998055])"
4210,4211,"['i', 'want', 'kfc', 'its', 'tuesday', 'only', 'buy', 'meals', 'only', 'no', 'gravy', 'only', 'mark']",0,"['want', 'kfc', 'tuesday', 'buy', 'meals', 'gravy', 'mark']","(1024,[405,407,445,474,572,757,816],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[405,407,445,474,572,757,816],[5.7356758384321544,5.7356758384321544,2.691153400708732,6.061098238866783,4.60069590559317,4.001074783044048,3.201097578846917])"
4211,4212,"['no', 'da', 'he', 'is', 'stupid', 'da', 'always', 'sending', 'like', 'this', 'don', 'believe', 'any', 'of', 'those', 'message', 'pandy', 'is', 'a', 'mental']",0,"['da', 'stupid', 'da', 'always', 'sending', 'like', 'believe', 'message', 'pandy', 'mental']","(1024,[45,49,177,277,386,449,585,794,833],[1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[45,49,177,277,386,449,585,794,833],[3.758513145872737,4.754846585420428,7.178189987829381,3.5508737810944924,3.0692195346287816,5.160311693528593,5.853458874088538,5.330210730323991,5.917997395226109])"
4212,4213,"['oi', 'when', 'you', 'gonna', 'ring']",0,"['oi', 'gonna', 'ring']","(1024,[230,959,967],[1.0,1.0,1.0])","(1024,[230,959,967],[4.436392854301894,5.258751766341845,4.2193283490640665])"
4213,4214,"['missed', 'call', 'alert', 'these', 'numbers', 'called', 'but', 'left', 'no', 'message']",1,"['missed', 'call', 'alert', 'numbers', 'called', 'left', 'message']","(1024,[43,45,138,358,375,430,649],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[43,45,138,358,375,430,649],[4.5656045857819,3.758513145872737,2.2391682769656747,4.694221963603994,4.962485950198674,4.39194109173106,4.5317030341062186])"
4214,4215,"['i', 'attended', 'but', 'nothing', 'is', 'there']",0,"['attended', 'nothing']","(1024,[105,172],[1.0,1.0])","(1024,[105,172],[5.917997395226109,4.60069590559317])"
4215,4216,"['ard', 'like', 'dat', 'lor', 'we', 'juz', 'meet', 'in', 'mrt', 'station', 'then', 'dun', 'haf', 'to', 'come', 'out']",0,"['ard', 'like', 'dat', 'lor', 'juz', 'meet', 'mrt', 'station', 'dun', 'haf', 'come']","(1024,[225,303,348,386,533,604,801,834,886,948,959],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[225,303,348,386,533,604,801,834,886,948,959],[4.001074783044048,3.8302570507315785,4.082752814058316,3.0692195346287816,4.841857962410058,3.104586678466073,3.5508737810944924,4.171700300074812,4.231598441655881,4.030927746193729,5.258751766341845])"
4216,4217,"['no', 'dear', 'i', 'was', 'sleeping', 'p']",0,"['dear', 'sleeping', 'p']","(1024,[256,276,782],[1.0,1.0,1.0])","(1024,[256,276,782],[4.126237925998055,3.889849147933824,3.582622479409073])"
4217,4218,"['er', 'mw', 'im', 'filled', 'tuth', 'is', 'aight']",0,"['er', 'mw', 'im', 'filled', 'tuth', 'aight']","(1024,[13,26,249,847,864,955],[1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[13,26,249,847,864,955],[7.016609683894219,3.2741894628522528,3.104586678466073,6.061098238866783,4.674803877746892,3.19232559277408])"
4218,4219,"['will', 'be', 'office', 'around', 'pm', 'now', 'i', 'am', 'going', 'hospital']",0,"['office', 'around', 'pm', 'going', 'hospital']","(1024,[148,214,237,505,610],[1.0,1.0,1.0,1.0,1.0])","(1024,[148,214,237,505,610],[3.813863240955902,4.864847480634757,3.1288793710351177,3.934699714099176,4.937168142214383])"
4219,4220,"['actually', ""i'm"", 'waiting', 'for', 'weeks', 'when', 'they', 'start', 'putting', 'ad']",0,"['actually', 'waiting', 'weeks', 'start', 'putting', 'ad']","(1024,[36,205,728,772,814,879],[1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[36,205,728,772,814,879],[4.5656045857819,4.363367719287004,4.60069590559317,4.051336617824937,5.853458874088538,4.694221963603994])"
