,tailnum,year,type,manufacturer,model,engines,seats,speed,engine
2279,N842VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
2280,N843MH,2002,Fixed wing multi engine,BOEING,767-432ER,2,300,NA,Turbo-jet
2281,N843UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2282,N843VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
2283,N844MH,2002,Fixed wing multi engine,BOEING,767-432ER,2,300,NA,Turbo-jet
2284,N844UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2285,N844VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
2286,N845UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2287,N845VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
2288,N846UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2289,N846VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
2290,N847UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2291,N847VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
2292,N848UA,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2293,N848VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
2294,N849UA,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2295,N849VA,2012,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
2296,N850UA,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
2297,N851NW,2004,Fixed wing multi engine,AIRBUS INDUSTRIE,A330-223,2,379,NA,Turbo-jet
2298,N851UA,2002,Fixed wing multi engine,AIRBUS,A319-131,2,179,NA,Turbo-jet
2299,N851VA,2012,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
2300,N852NW,2004,Fixed wing multi engine,AIRBUS,A330-223,3,379,NA,Turbo-fan
2301,N852UA,2002,Fixed wing multi engine,AIRBUS,A319-131,2,179,NA,Turbo-jet
2302,N852VA,2012,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
2303,N853NW,2004,Fixed wing multi engine,AIRBUS,A330-223,3,379,NA,Turbo-fan
2304,N853UA,2002,Fixed wing multi engine,AIRBUS,A319-131,2,179,NA,Turbo-jet
2305,N853VA,2012,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
2306,N854NW,2004,Fixed wing multi engine,AIRBUS,A330-223,3,379,NA,Turbo-fan
2307,N854UA,2002,Fixed wing multi engine,AIRBUS,A319-131,2,179,NA,Turbo-jet
2308,N854VA,2012,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
2309,N855NW,2004,Fixed wing multi engine,AIRBUS,A330-223,3,379,NA,Turbo-fan
2310,N855UA,2002,Fixed wing multi engine,AIRBUS,A319-131,2,179,NA,Turbo-jet
2311,N855VA,2012,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
2312,N856NW,2004,Fixed wing multi engine,AIRBUS,A330-223,3,379,NA,Turbo-fan
2313,N857NW,2004,Fixed wing multi engine,AIRBUS,A330-223,3,379,NA,Turbo-fan
2314,N858NW,2006,Fixed wing multi engine,AIRBUS,A330-223,3,379,NA,Turbo-fan
2315,N859NW,2006,Fixed wing multi engine,AIRBUS,A330-223,3,379,NA,Turbo-fan
2316,N8600F,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2317,N8601C,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2318,N8602F,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2319,N8603F,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2320,N8604K,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2321,N8605E,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2322,N8606C,NA,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2323,N8607M,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2324,N8608N,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2325,N8609A,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2326,N860NW,2006,Fixed wing multi engine,AIRBUS,A330-223,3,379,NA,Turbo-fan
2327,N8610A,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2328,N8611F,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2329,N8612K,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2330,N8613K,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2331,N8614M,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2332,N8615E,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2333,N8616C,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2334,N8617E,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2335,N8618N,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2336,N8619F,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2337,N861NW,2006,Fixed wing multi engine,AIRBUS,A330-223,3,379,NA,Turbo-fan
2338,N8620H,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2339,N8621A,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2340,N8622A,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2341,N8623F,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2342,N8624J,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2343,N8625A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2344,N8626B,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2345,N8627B,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2346,N8628A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2347,N8629A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2348,N8630B,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2349,N8631A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2350,N8632A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2351,N8633A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2352,N8634A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2353,N8635F,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2354,N8637A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2355,N8638A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2356,N8639B,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2357,N8640D,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2358,N8641B,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2359,N8642E,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2360,N8643A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2361,N8644C,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2362,N8645A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2363,N8646B,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2364,N8647A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2365,N8648A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2366,N8649A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2367,N8650F,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2368,N8651A,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2369,N8652B,2014,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
2370,N874AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2371,N87507,2008,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
2372,N87512,2008,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
2373,N87513,2008,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
2374,N87527,2010,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
2375,N87531,2011,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
2376,N900PC,1997,Fixed wing multi engine,BOEING,757-26D,2,178,NA,Turbo-jet
2377,N900WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2378,N901AW,1985,Fixed wing multi engine,BOEING,757-2S7,2,178,NA,Turbo-jet
2379,N901DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
2380,N901WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2381,N902AW,1985,Fixed wing multi engine,BOEING,757-2S7,2,178,NA,Turbo-jet
2382,N902DA,1994,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
2383,N902FR,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-111,2,147,NA,Turbo-jet
2384,N902WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2385,N903DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
2386,N903SW,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2387,N903WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2388,N904AW,1986,Fixed wing multi engine,BOEING,757-2S7,2,178,NA,Turbo-jet
2389,N904DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
2390,N904FR,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-111,2,147,NA,Turbo-jet
2391,N904WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2392,N905AW,1986,Fixed wing multi engine,BOEING,757-2S7,2,178,NA,Turbo-jet
2393,N905DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
2394,N905FR,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-111,2,147,NA,Turbo-jet
2395,N905SW,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2396,N905WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2397,N906DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
2398,N906FR,2002,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
2399,N906WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2400,N907DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
2401,N907DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
2402,N907WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2403,N908AW,1989,Fixed wing multi engine,BOEING,757-2G7,2,178,NA,Turbo-jet
2404,N908DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
2405,N908FR,2002,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
2406,N908SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2407,N908WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2408,N909DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
2409,N909SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2410,N909WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2411,N910AW,1989,Fixed wing multi engine,BOEING,757-2G7,2,178,NA,Turbo-jet
2412,N910DN,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
2413,N910FR,2002,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
2414,N910SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2415,N910WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2416,N911DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
2417,N912DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
2418,N912FR,2002,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
2419,N912SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2420,N912UY,2014,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
2421,N912WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2422,N913DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
2423,N913SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2424,N913US,2014,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
2425,N913WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2426,N914DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
2427,N914UY,2014,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
2428,N914WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2429,N915DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
2430,N915SW,NA,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2431,N915US,NA,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
2432,N915WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2433,N916DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
2434,N916SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2435,N916WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2436,N917DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
2437,N917SW,NA,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2438,N917WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2439,N918DH,1998,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
2440,N918FR,2003,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
2441,N918SW,NA,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2442,N918WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2443,N919DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
2444,N919FR,2003,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
2445,N919SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2446,N919WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2447,N920DN,NA,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
2448,N920FR,2003,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
2449,N920SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2450,N920WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2451,N921DN,NA,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
2452,N921FR,2003,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
2453,N921WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2454,N922DX,NA,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
2455,N922FR,2003,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
2456,N922WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2457,N923DN,NA,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
2458,N923FR,2003,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
2459,N923SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2460,N923WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2461,N924DN,NA,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
2462,N924FR,2003,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
2463,N924SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2464,N924WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2465,N925DN,NA,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
2466,N925FR,2004,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
2467,N925SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2468,N925WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2469,N926DH,NA,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
2470,N926FR,2004,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
2471,N926SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2472,N926WN,NA,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2473,N927DN,1999,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
2474,N927FR,2004,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
2475,N927SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2476,N927WN,NA,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2477,N928DN,NA,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
2478,N928EV,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2479,N928FR,2004,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
2480,N928SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2481,N928WN,NA,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2482,N929DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
2483,N929EV,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2484,N929FR,2004,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
2485,N929SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2486,N929WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2487,N930DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
2488,N930EV,NA,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2489,N930SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2490,N930WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2491,N931DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
2492,N931FR,2004,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
2493,N931WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2494,N932DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
2495,N932EV,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2496,N932FR,2004,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
2497,N932SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2498,N932WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2499,N933DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
2500,N933FR,2004,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
2501,N933WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2502,N934DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
2503,N934FR,2004,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
2504,N934SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2505,N934WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2506,N935DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
2507,N935FR,2004,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
2508,N935SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2509,N935WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2510,N936DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
2511,N936SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2512,N936WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2513,N937DN,NA,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
2514,N937SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2515,N937WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2516,N938DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
2517,N938DN,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
2518,N938FR,2005,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
2519,N938SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2520,N938WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2521,N939DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
2522,N939FR,2005,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
2523,N939SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2524,N939WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2525,N940DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
2526,N940WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2527,N941DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
2528,N941FR,2005,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
2529,N941SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2530,N941WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2531,N942DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
2532,N942WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2533,N943DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
2534,N943FR,2005,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
2535,N943SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2536,N943WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2537,N944DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
2538,N944WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2539,N945DN,1998,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
2540,N945SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2541,N945WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2542,N946DN,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
2543,N946SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2544,N946WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
2545,N947DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
2546,N947FR,2006,Fixed wing multi engine,AIRBUS,A319-111,2,147,NA,Turbo-fan
2547,N947SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
2548,N947WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
