,id,tagline
4315,13064,There are two kinds of people: those who get AIRBORNE...and those who don't.
4316,59917,"Introducing COFFIN ED and GRAVEDIGGER, two detectives only a mother could love."
4317,157422,Every family has its demons. The truth will possess us all.
4319,7553,What happens in the kitchen ends up on the plate.
4320,12877,He's in all of us.
4321,39895,Welcome to Oldfield. Stop in for a night of pure terror.
4325,50037,Beyond Science. Beyond Sanity. Beyond Control.
4326,94329,"1 Ruthless Crime Lord, 20 Elite Cops, 30 Floors of Hell"
4327,53502,How Do You Kill Something That's Already Dead?
4328,202604,The public were never meant to know
4329,289,They had a date with fate in Casablanca!
4330,27374,If you've never seen a ghost... Look closer.
4331,26815,Welcome to the world of sales boss!
4332,811,Amazing companions on an incredible journey...that journeys beyond imagination!
4333,1366,His whole life was a million-to-one shot.
4335,5769,Tom Jones! . . . loves and loves and loves and loves . . .
4336,277685,"Online, your memories last forever. But so do your mistakes."
4337,103,"On every street in every city, there's a nobody who dreams of being a somebody."
4338,11298,Imagine your worst fear a reality
4339,646,NOW meet the most extraordinary gentleman spy in all fiction!
4340,93856,Experience the fallout
4341,9003,He'll tear your soul apart.
4343,10092,Nobody believes a liar...even when they're telling the truth.
4344,10643,Get ready to crumble.
4345,46705,Nobody Baby But You And Me
4346,546,Life is a Journey. Bring an Open Mind.
4347,76487,No soul is safe.
4348,5722,This Is Not A Sequel. There Has Never Been Anything Like It!
4349,39833,HEAR ELVIS SING . . .
4350,1781,By far the most terrifying film you will ever see.
4351,18712,A Great Human Story... Makes A Mighty Motion Picture!!!
4352,7944,A master director shining his light on the best rock band on the planet.
4353,171424,Fear will eat you alive.
4355,113947,The festival hit of the year!
4356,18570,You'll never look at dinner the same way again.
4357,83860,Every Life Is Beautiful
4358,41469,Romance Is Her Destination.
4359,244772,Family is a cruel joke.
4360,50837,You can get away. But you can never escape.
4364,32456,Thanks to his two girlfriends Blake is about to learn a new sexual position. Honesty
4365,49963,A movie for everyone who wants to get married and stay single at the same time.
4366,13508,A lack of consumer confidence... or conspiracy?
4368,9707,The King vs. The King of the Dead.
4369,37532,Words make sense of a world that won't.
4371,56666,In Search of her brother
4372,8675,Fighting crime never felt so good!
4373,13132,Love is a puzzle. These are the pieces.
4374,47686,"An oddball odyssey about voyeurism, LSD and nude bowling!"
4375,46989,Ready or not... the future comes just the same.
4378,13198,"Life is a trip, but the afterlife is one hell of a ride"
4380,21413,"When you're 17, every day is war."
4381,123678,"A story of killers who win, and the society they build."
4382,13362,"In 2002, a young cap driver picked up a few passengers near his home in Afghanistan... He never returned"
4383,39183,The untold story of the team that had America at its feet.
4386,201132,Step Outside The Box
4388,112456,What do you do when your life does a 180?
4390,25983,Talk on the phone. Finish your homework. Watch TV. Die.
4391,66195,Dinner Parties Are A Dying Art.
4392,16155,Welcome to the world of disorganised crime.
4393,46727,There's no place for dreams on the streets of Vegas
4394,55180,"The culture is going down on itself... go ahead, Scream!"
4397,18206,Anytime. Anywhere. He's watching.
4398,320146,A story about virtually everything
4402,56491,Behind Enemy Lines No Man Can Stop Her. Only One Woman Can Touch Her.
4404,186935,"Police corruption, drug trafficking, sexual exploitation, love, guilt and revenge."
4407,242083,Based on a true story... that hasn't happened yet.
4411,37694,Proudly We Served
4412,63287,"Lust, drugs and violence... no place for a kid."
4414,34592,They're just like you ... only dead
4415,92635,This is no fairy tale
4420,84178,Not every island is a paradise.
4421,101179,Truth or Die
4423,269057,"Once upon a time, there was a girl..."
4426,248402,Together they learnt to dream again
4427,29146,A love story that begins with an incredible experiment!
4428,207769,"The experiments are over, the terror has just begun..."
4429,271185,Young. Not so innocent.
4432,654,The Man Lived by the Jungle Law of the Docks!
4433,91070,A comedy that's a real mother.
4434,2009,At what moment do we begin to live?
4436,2652,Strangers shouldn't talk to little girls.
4437,9813,Isn't it time everyone hears your secrets?
4439,157354,Every step brings you closer to the edge
4440,127867,Everyone Has A Price. What's Yours?
4441,3170,A great love story.
4442,14014,Some Guys Don't Know Their Destiny Till It Hits Them In The Face.
4443,15708,Aaron prays. Christian plays... Opposites attract.
4446,84200,Lose your hang-ups. Find your calling.
4447,84184,A Loved Story
4448,45767,What if you could see the future impact of your beliefs? One man will.
4449,14823,Innocence has nowhere to hide
4450,367551,From zero to superhero
4452,60243,"Ugly truth, sweet lies."
4453,57294,A Bad Trip Down Memory Lane
4454,11446,Not all girls want to play with dolls.
4455,47889,A woman's search for herself.
4464,14451,"Eins, Zwei, Die!"
4467,838,Where were you in '62?
4470,84332,What would you go back for?
4471,74510,Alright! Alright! Alright!
4473,58428,Some guests never checked out.
4474,8416,Bertolucci's Masterpiece about Sex and Politics
4475,36584,Dallas. 1963. The second shooter.
4476,13429,This party is going overboard
4477,9022,Everyone is dying to be with her. Someone is killing for it.
4478,22530,Every addiction has its price.
4479,288,The story of a man who was too proud to run.
4480,14275,An Extraordinary True Story.
4482,18734,"On the Long Island Expressway there are lanes going east, lanes going west, and lanes going straight to hell."
4483,206197,The Salem Witch Trials remixed.
4485,7859,Secrets don't let go.
4486,302579,"Sometimes When You're Going Home, It's Important To Know Where You've Come From..."
4488,376004,Love. Betrayal. Vengeance
4489,158752,Bad things happen everywhere.
4493,138976,Deep roots... Deeper Secrets
4494,323967,Heaven or hell. It's in his hands.
4495,3080,They're Dancing Cheek-To-Cheek Again!
4496,2667,The scariest movie of all time is a true story.
4497,9459,"3 days of peace, music...and love."
4498,11598,This movie is totally out of control!
4501,125263,Over the edge and out of control.
4506,278348,How far will a family go to bury the truth?
4507,704,"The Beatles, starring in their first full-length, hilarious, action-packed film!"
4509,75986,Sometimes It's Right To Do the Wrong Thing.
4511,14438,Never Leave Your Partner Behind.
4514,83,Scream all you want.
4515,89857,The road less traveled is filled with pot holes.
4516,30315,"A Living, Crawling, Hell on Earth!"
4518,2056,Loneliness is much better when you have got someone to share it with.
4519,41144,Some people are just dying to be heard.
4522,16653,The Road to Eternal Marriage Has Never Been Longer
4523,14757,To save her family a girl must become a boy
4524,84401,"Before there was Fiddler, there was Tevye... and the man who created him."
4525,23655,Are you feeling it?
4526,36825,Just when you thought it was safe to go back into the world...
4527,33430,A different kind of love story.
4528,12281,"Beneath the surface, everyone has a secret."
4529,125052,Know life. No limits.
4530,96238,A mature love story for immature people.
4533,172533,A comedy about knowing when to say when.
4535,346,The Mighty Warriors Who Became the Seven National Heroes of a Small Town
4537,45145,Keeping up an image can be a full time job.
4539,45649,Are you TIRED of the expected?
4542,43933,"After Six Years, They're No Longer Aliens. They're Residents"
4543,73511,All is fair in love and real estate.
4545,139715,"When there's no more room in Hell, the dead will go to DETENTION!"
4551,90369,"Live every moment, love every minute"
4555,98568,Welcome to our nightmare!
4557,380733,It's all or nothing
4558,285743,Hell ain't got a prayer.
4559,362765,Be careful what you listen for.
4563,15239,He was 98lbs. of solid nerd until he became...
4567,15624,There are two sides to every love story.
4569,198370,Surprise parties rarely go well.
4572,15389,Finally... A film about the downwardly mobile.
4574,308467,Their fate...is in his hands.
4575,8193,He's out to prove he's got nothing to prove.
4576,188166,Revenge comes home
4577,23827,What Happens When You Sleep?
4579,762,And now! At Last! Another film completely different from some of the other films which aren't quite the same as this one is.
4580,64499,Life's no walk in the park
4583,47546,The film contrasts two views of role that the federal government should play in our daily lives using the words and actions of Ronald Reagan and Barack Obama.
4585,19204,"The seven dreaded gateways to Hell are concealed in seven cursed places… And from the day the gates of Hell are opened, the dead will walk the earth."
4586,9029,Get Lucky
4589,43743,There once was a wolf named Lupold...
4591,10238,A haunting and shattering film experience.
4592,3059,The Cruel Hand of Intolerance
4594,65203,The pulsating drama of Broadway's bared heart speaks and sings with a voice to stir your soul!
4595,764,The Ultimate Experience In Grueling Terror
4596,103620,I Warned You Not to Go Out Tonight.
4597,319069,"The Six-Day War, Uncut."
4600,79161,Do you really want to know your parents?
4602,389,Life is in their hands. Death is on their minds.
4603,52032,"Sometimes, love really is a bitch."
4604,3078,TOGETHER... for the first time
4605,38810,The cat is the most feared animal there is!
4606,21525,In his own words
4607,55123,They ran away from everything but each other.
4608,11980,"On ancient ground, at the edge of the world, an evil born in heaven is about to be unleashed on earth."
4609,11956,No man. No job. No cat.
4610,1550,She's the one in every family.
4613,8942,"On the long road, friendship is everything."
4623,13282,A Cross Country Road Wreck!
4625,426067,The hot spot where Satan's waitin'.
4626,324352,Sometimes the boy next door is more than the boy next door...
