,R1,R2,R3,R4,R5,Class,Explanation
21233,11,11,8,10,3,1,One pair
21234,2,12,7,5,13,0,Nothing in hand
21235,11,1,9,3,4,0,Nothing in hand
21236,4,10,4,1,9,1,One pair
21237,2,6,7,1,11,0,Nothing in hand
21238,5,7,6,9,4,0,Nothing in hand
21239,6,13,7,2,11,0,Nothing in hand
21240,1,4,10,6,7,0,Nothing in hand
21241,5,2,11,11,12,1,One pair
21242,12,9,1,6,8,0,Nothing in hand
21243,3,4,10,8,3,1,One pair
21244,13,5,5,2,7,1,One pair
21245,12,12,5,2,5,2,Two pairs
21246,13,4,4,8,1,1,One pair
21247,12,4,8,10,4,1,One pair
21248,8,1,4,10,2,0,Nothing in hand
21249,4,10,5,13,9,0,Nothing in hand
21250,8,5,13,1,12,0,Nothing in hand
21251,7,6,13,11,13,1,One pair
21252,8,7,11,10,8,1,One pair
21253,9,12,3,11,1,0,Nothing in hand
21254,5,3,1,8,13,0,Nothing in hand
21255,6,12,10,11,5,0,Nothing in hand
21256,7,5,7,10,6,1,One pair
21257,13,9,5,7,10,0,Nothing in hand
21258,12,3,8,10,8,1,One pair
21259,3,5,6,12,8,0,Nothing in hand
21260,6,8,13,1,11,0,Nothing in hand
21261,5,3,10,1,11,0,Nothing in hand
21262,4,6,11,3,5,0,Nothing in hand
21263,12,7,9,6,11,0,Nothing in hand
21264,11,3,10,10,6,1,One pair
21265,2,3,7,1,5,0,Nothing in hand
21266,2,1,9,8,6,0,Nothing in hand
21267,11,6,6,7,12,1,One pair
21268,7,12,6,7,13,1,One pair
21269,2,12,4,1,6,0,Nothing in hand
21270,8,1,11,12,5,0,Nothing in hand
21271,12,12,12,9,6,3,Three of a kind
21272,4,10,2,3,4,1,One pair
21273,8,12,3,2,2,1,One pair
21274,7,1,2,8,5,0,Nothing in hand
21275,7,3,7,6,13,1,One pair
21276,7,6,1,6,10,1,One pair
21277,13,11,4,1,8,0,Nothing in hand
21278,4,9,12,6,10,0,Nothing in hand
21279,7,10,13,7,8,1,One pair
21280,11,13,6,12,10,0,Nothing in hand
21281,10,4,4,9,5,1,One pair
21282,8,3,11,13,2,0,Nothing in hand
21283,12,3,3,5,7,1,One pair
21284,5,7,6,1,6,1,One pair
21285,8,1,9,6,6,1,One pair
21286,13,13,5,11,6,1,One pair
21287,7,10,11,7,13,1,One pair
21288,12,10,5,7,12,1,One pair
21289,4,5,8,2,1,0,Nothing in hand
21290,1,10,6,3,3,1,One pair
21291,1,1,6,7,2,1,One pair
21292,10,9,5,1,8,0,Nothing in hand
21293,2,2,1,6,5,1,One pair
21294,10,13,6,9,5,0,Nothing in hand
21295,7,11,6,1,7,1,One pair
21296,2,4,7,7,2,2,Two pairs
21297,8,9,5,13,12,0,Nothing in hand
21298,10,3,5,10,6,1,One pair
21299,8,4,6,9,1,0,Nothing in hand
21300,11,8,6,4,10,0,Nothing in hand
21301,5,11,10,8,6,0,Nothing in hand
21302,1,13,4,1,7,1,One pair
21303,4,5,7,3,11,0,Nothing in hand
21304,5,10,12,5,12,2,Two pairs
21305,5,10,11,4,5,1,One pair
21306,10,5,13,4,4,1,One pair
21307,11,13,4,9,1,0,Nothing in hand
21308,13,13,2,7,7,2,Two pairs
21309,1,13,13,6,9,1,One pair
21310,7,9,7,4,3,1,One pair
21311,4,6,12,5,13,0,Nothing in hand
21312,2,11,4,1,2,1,One pair
21313,4,7,11,11,12,1,One pair
21314,7,9,13,3,1,0,Nothing in hand
21315,6,3,10,7,2,0,Nothing in hand
21316,4,7,10,9,2,0,Nothing in hand
21317,1,1,10,9,7,1,One pair
21318,3,4,9,10,1,0,Nothing in hand
21319,6,4,6,9,5,1,One pair
21320,4,12,7,3,3,1,One pair
21321,9,1,8,7,13,0,Nothing in hand
21322,9,4,6,1,3,0,Nothing in hand
21323,12,4,3,11,10,0,Nothing in hand
21324,2,7,6,5,11,0,Nothing in hand
21325,2,11,8,5,12,0,Nothing in hand
21326,4,13,9,10,3,0,Nothing in hand
21327,1,8,3,4,6,0,Nothing in hand
21328,1,9,8,12,3,0,Nothing in hand
21329,9,6,5,4,8,0,Nothing in hand
21330,1,13,9,7,13,1,One pair
21331,8,4,4,1,2,1,One pair
21332,2,8,4,13,3,0,Nothing in hand
21333,10,3,6,7,7,1,One pair
21334,10,3,4,13,6,0,Nothing in hand
21335,9,6,11,3,11,1,One pair
21336,9,3,7,10,2,0,Nothing in hand
21337,4,8,12,7,9,0,Nothing in hand
21338,11,4,1,2,4,1,One pair
21339,1,4,6,5,1,1,One pair
21340,6,11,2,9,12,0,Nothing in hand
21341,10,6,8,9,5,0,Nothing in hand
21342,13,13,7,9,2,1,One pair
21343,3,5,4,6,10,0,Nothing in hand
21344,10,7,6,2,3,0,Nothing in hand
21345,10,10,13,6,5,1,One pair
21346,7,2,1,11,12,0,Nothing in hand
21347,2,10,8,1,4,0,Nothing in hand
21348,9,8,2,1,1,1,One pair
21349,6,8,11,8,8,3,Three of a kind
21350,4,8,3,7,7,1,One pair
21351,12,1,13,2,7,0,Nothing in hand
21352,6,5,10,9,8,0,Nothing in hand
21353,1,8,9,10,8,1,One pair
21354,13,4,7,10,8,0,Nothing in hand
21355,5,4,11,4,1,1,One pair
21356,3,2,10,3,9,1,One pair
21357,5,9,2,3,8,0,Nothing in hand
21358,6,9,1,3,3,1,One pair
21359,3,8,7,4,1,0,Nothing in hand
21360,2,7,10,6,3,0,Nothing in hand
21361,7,13,1,8,12,0,Nothing in hand
21362,4,9,3,3,11,1,One pair
21363,10,7,1,7,5,1,One pair
21364,3,3,6,11,2,1,One pair
21365,12,13,11,2,11,1,One pair
21366,9,4,12,10,1,0,Nothing in hand
21367,8,4,4,5,8,2,Two pairs
21368,9,13,12,4,7,0,Nothing in hand
21369,10,4,10,9,3,1,One pair
21370,13,12,12,10,13,2,Two pairs
21371,8,10,8,11,9,1,One pair
21372,1,7,11,6,8,0,Nothing in hand
21373,6,2,8,9,1,0,Nothing in hand
21374,7,4,12,2,7,1,One pair
21375,10,6,6,5,8,1,One pair
21376,11,4,1,2,3,0,Nothing in hand
21377,8,7,1,2,8,1,One pair
21378,12,11,1,7,12,1,One pair
21379,13,5,3,11,8,0,Nothing in hand
21380,13,4,13,1,4,2,Two pairs
21381,10,13,2,12,8,0,Nothing in hand
21382,4,7,3,2,13,0,Nothing in hand
21383,5,13,6,13,2,1,One pair
21384,6,3,1,8,11,0,Nothing in hand
21385,2,3,1,1,1,3,Three of a kind
21386,4,10,11,5,13,0,Nothing in hand
21387,10,3,10,11,5,1,One pair
21388,10,2,4,10,10,3,Three of a kind
21389,6,8,1,9,12,0,Nothing in hand
21390,13,10,2,12,1,0,Nothing in hand
21391,4,1,10,2,7,0,Nothing in hand
21392,3,4,13,7,13,1,One pair
21393,2,11,1,1,4,1,One pair
21394,12,3,1,8,13,0,Nothing in hand
21395,11,13,5,9,1,0,Nothing in hand
21396,3,3,13,8,12,1,One pair
21397,3,8,8,2,4,1,One pair
21398,4,7,10,2,2,1,One pair
21399,4,3,11,4,3,2,Two pairs
21400,12,3,1,6,9,0,Nothing in hand
21401,10,12,12,1,11,1,One pair
21402,8,2,4,2,6,1,One pair
21403,7,4,1,12,6,0,Nothing in hand
21404,3,1,3,3,7,3,Three of a kind
21405,13,6,9,7,13,1,One pair
21406,11,4,11,8,7,1,One pair
21407,12,1,9,10,10,1,One pair
21408,8,2,12,1,4,0,Nothing in hand
21409,13,5,4,1,3,0,Nothing in hand
21410,1,5,10,2,12,0,Nothing in hand
21411,5,11,6,7,6,1,One pair
21412,12,13,6,9,1,0,Nothing in hand
21413,7,7,1,4,10,1,One pair
21414,7,12,3,6,5,0,Nothing in hand
21415,11,12,11,6,5,1,One pair
21416,4,12,6,5,10,0,Nothing in hand
21417,3,10,1,7,11,0,Nothing in hand
21418,2,3,10,4,1,0,Nothing in hand
21419,11,9,6,5,12,0,Nothing in hand
21420,8,1,1,6,11,1,One pair
21421,8,1,10,13,6,0,Nothing in hand
21422,11,10,12,10,3,1,One pair
21423,4,13,8,6,4,1,One pair
21424,3,5,4,4,3,2,Two pairs
21425,10,9,1,8,8,1,One pair
21426,4,13,10,12,4,1,One pair
21427,1,12,10,7,13,0,Nothing in hand
21428,4,3,7,1,1,1,One pair
21429,6,1,10,3,5,0,Nothing in hand
21430,11,7,2,8,1,0,Nothing in hand
21431,8,12,3,7,5,0,Nothing in hand
21432,13,12,2,8,3,0,Nothing in hand
21433,12,11,1,12,1,2,Two pairs
21434,4,2,12,10,10,1,One pair
21435,5,12,1,8,10,0,Nothing in hand
21436,4,13,2,13,1,1,One pair
21437,12,7,5,3,9,0,Nothing in hand
21438,12,4,7,9,7,1,One pair
21439,8,1,10,10,5,1,One pair
21440,9,9,4,5,13,1,One pair
21441,9,3,9,3,5,2,Two pairs
21442,8,13,2,9,13,1,One pair
21443,5,9,1,4,2,0,Nothing in hand
21444,3,3,4,10,2,1,One pair
21445,12,4,6,13,11,0,Nothing in hand
21446,7,7,9,4,3,1,One pair
21447,11,12,3,12,5,1,One pair
21448,5,10,1,7,8,0,Nothing in hand
21449,2,10,1,9,9,1,One pair
21450,1,12,6,2,4,0,Nothing in hand
21451,1,2,6,8,7,0,Nothing in hand
21452,11,8,12,12,2,1,One pair
21453,9,4,12,1,4,1,One pair
21454,12,9,11,2,8,0,Nothing in hand
21455,10,13,13,1,1,2,Two pairs
21456,13,10,2,8,12,0,Nothing in hand
21457,8,5,1,8,5,2,Two pairs
21458,2,1,12,8,7,0,Nothing in hand
21459,4,10,2,2,9,1,One pair
21460,9,2,10,3,12,0,Nothing in hand
21461,3,13,11,8,4,0,Nothing in hand
21462,12,1,11,3,10,0,Nothing in hand
21463,13,10,5,7,4,0,Nothing in hand
21464,11,10,5,13,7,0,Nothing in hand
21465,5,2,13,12,9,0,Nothing in hand
21466,9,1,10,12,5,0,Nothing in hand
21467,7,11,1,13,3,0,Nothing in hand
21468,13,9,13,4,6,1,One pair
21469,6,13,8,2,9,0,Nothing in hand
21470,10,1,6,3,8,0,Nothing in hand
21471,1,4,9,13,3,0,Nothing in hand
21472,8,3,7,6,11,0,Nothing in hand
21473,1,8,5,2,12,0,Nothing in hand
21474,3,9,7,6,7,1,One pair
21475,9,12,5,8,12,1,One pair
21476,8,9,2,1,1,1,One pair
21477,11,3,13,9,5,0,Nothing in hand
21478,11,9,8,2,13,0,Nothing in hand
21479,11,2,2,12,7,1,One pair
21480,12,11,2,5,12,1,One pair
21481,8,5,10,13,12,0,Nothing in hand
21482,11,8,5,10,8,1,One pair
21483,8,4,5,12,10,0,Nothing in hand
21484,7,8,2,8,11,1,One pair
21485,2,11,11,5,10,1,One pair
21486,5,3,5,2,6,1,One pair
21487,10,4,9,2,8,0,Nothing in hand
21488,12,12,8,2,1,1,One pair
21489,4,9,13,2,5,0,Nothing in hand
21490,3,7,7,6,4,1,One pair
21491,13,11,1,10,13,1,One pair
21492,11,12,4,2,12,1,One pair
21493,8,12,4,2,12,1,One pair
21494,2,12,9,9,5,1,One pair
21495,7,7,2,12,8,1,One pair
21496,4,12,1,8,2,0,Nothing in hand
21497,1,6,7,5,12,0,Nothing in hand
21498,7,9,10,5,3,0,Nothing in hand
21499,12,2,8,4,5,0,Nothing in hand
21500,10,1,12,5,12,1,One pair
21501,6,6,8,7,10,1,One pair
21502,8,1,2,8,7,1,One pair
21503,5,11,11,8,5,2,Two pairs
21504,13,8,1,12,7,0,Nothing in hand
21505,2,13,10,12,2,1,One pair
21506,10,12,5,7,1,0,Nothing in hand
21507,8,9,7,7,10,1,One pair
21508,1,4,9,2,1,1,One pair
21509,9,7,5,6,4,0,Nothing in hand
21510,2,1,5,9,12,0,Nothing in hand
21511,9,11,7,13,1,0,Nothing in hand
21512,7,6,6,6,1,3,Three of a kind
21513,8,4,7,12,7,1,One pair
21514,4,11,3,3,11,2,Two pairs
21515,3,12,3,5,13,1,One pair
21516,13,3,2,6,13,1,One pair
21517,3,8,9,2,7,0,Nothing in hand
21518,5,7,3,5,6,1,One pair
21519,3,8,11,10,5,0,Nothing in hand
21520,1,2,5,7,13,0,Nothing in hand
21521,3,11,10,8,8,1,One pair
21522,5,4,3,4,6,1,One pair
21523,5,9,10,3,7,0,Nothing in hand
21524,3,13,1,13,3,2,Two pairs
21525,6,5,13,2,7,0,Nothing in hand
21526,4,12,4,2,11,1,One pair
21527,13,3,1,1,6,1,One pair
21528,6,2,13,13,6,2,Two pairs
21529,5,4,8,3,12,0,Nothing in hand
21530,10,2,3,13,3,1,One pair
21531,1,4,3,9,3,1,One pair
21532,9,8,1,10,1,1,One pair
21533,3,8,1,12,6,0,Nothing in hand
21534,9,6,5,9,9,3,Three of a kind
21535,2,10,6,10,8,1,One pair
21536,11,5,3,2,13,0,Nothing in hand
21537,7,12,13,13,10,1,One pair
21538,13,1,12,9,6,0,Nothing in hand
21539,2,12,11,1,6,0,Nothing in hand
21540,11,8,10,3,3,1,One pair
21541,7,3,9,8,7,1,One pair
21542,5,3,7,11,12,0,Nothing in hand
21543,11,5,2,11,10,1,One pair
21544,10,1,2,1,12,1,One pair
21545,13,1,8,10,6,0,Nothing in hand
21546,4,9,8,3,12,0,Nothing in hand
21547,3,12,11,8,2,0,Nothing in hand
21548,7,4,6,3,9,0,Nothing in hand
21549,7,2,2,3,3,2,Two pairs
21550,4,8,12,1,11,0,Nothing in hand
21551,8,5,4,1,10,0,Nothing in hand
21552,13,1,11,13,4,1,One pair
21553,3,11,11,6,4,1,One pair
21554,8,9,1,8,6,1,One pair
21555,3,3,4,7,8,1,One pair
21556,8,2,12,10,3,0,Nothing in hand
21557,1,6,7,12,1,1,One pair
21558,3,6,13,9,4,0,Nothing in hand
21559,9,8,2,13,10,0,Nothing in hand
21560,6,1,5,1,2,1,One pair
21561,6,5,8,2,8,1,One pair
21562,5,4,3,8,9,0,Nothing in hand
21563,2,10,9,9,8,1,One pair
21564,7,6,5,5,8,1,One pair
21565,12,3,7,10,1,0,Nothing in hand
21566,5,13,12,3,1,0,Nothing in hand
21567,7,4,13,1,8,0,Nothing in hand
21568,13,5,10,3,8,0,Nothing in hand
21569,7,1,11,13,13,1,One pair
21570,3,10,12,1,7,0,Nothing in hand
21571,11,1,4,8,2,0,Nothing in hand
21572,1,3,10,4,4,1,One pair
21573,2,1,3,11,5,0,Nothing in hand
21574,4,6,6,8,6,3,Three of a kind
21575,7,6,9,5,13,0,Nothing in hand
21576,4,13,2,1,6,0,Nothing in hand
21577,3,5,9,11,10,0,Nothing in hand
21578,1,12,9,9,4,1,One pair
21579,8,5,3,12,7,0,Nothing in hand
21580,9,4,5,9,7,1,One pair
21581,7,5,4,12,3,0,Nothing in hand
21582,9,1,10,3,3,1,One pair
21583,11,10,11,6,6,2,Two pairs
21584,3,4,12,6,1,0,Nothing in hand
21585,11,2,5,12,3,0,Nothing in hand
21586,13,3,4,11,6,0,Nothing in hand
21587,11,1,1,10,6,1,One pair
21588,10,2,4,7,7,1,One pair
21589,7,11,1,10,7,1,One pair
21590,13,4,11,9,4,1,One pair
21591,7,13,2,10,8,0,Nothing in hand
21592,8,7,2,9,10,0,Nothing in hand
21593,1,8,8,5,10,1,One pair
21594,8,11,4,13,4,1,One pair
21595,13,2,12,12,6,1,One pair
21596,6,8,5,13,3,0,Nothing in hand
21597,2,5,13,13,6,1,One pair
21598,5,12,7,2,3,0,Nothing in hand
21599,7,12,4,10,9,0,Nothing in hand
21600,8,10,6,11,12,0,Nothing in hand
21601,12,9,1,2,10,0,Nothing in hand
21602,6,8,12,9,11,0,Nothing in hand
21603,12,7,1,9,8,0,Nothing in hand
21604,1,13,8,10,10,1,One pair
21605,12,2,1,1,12,2,Two pairs
21606,2,6,2,1,13,1,One pair
21607,6,9,11,9,13,1,One pair
21608,3,13,5,2,3,1,One pair
21609,4,5,13,7,9,0,Nothing in hand
21610,10,10,1,2,5,1,One pair
21611,12,7,13,12,9,1,One pair
21612,2,5,11,6,7,0,Nothing in hand
21613,1,5,5,6,12,1,One pair
21614,2,13,1,2,9,1,One pair
21615,9,6,5,9,1,1,One pair
21616,3,10,5,6,1,0,Nothing in hand
21617,6,2,2,5,5,2,Two pairs
21618,12,1,1,3,4,1,One pair
21619,4,6,12,9,13,0,Nothing in hand
21620,7,4,1,2,10,0,Nothing in hand
21621,6,10,5,6,12,1,One pair
21622,10,3,13,8,1,0,Nothing in hand
21623,2,6,4,13,3,0,Nothing in hand
21624,5,6,3,1,7,0,Nothing in hand
21625,6,11,13,7,4,0,Nothing in hand
21626,9,11,1,8,4,0,Nothing in hand
21627,12,3,13,1,2,0,Nothing in hand
21628,9,2,6,5,12,0,Nothing in hand
21629,4,1,4,6,10,1,One pair
21630,3,5,7,7,8,1,One pair
21631,8,13,10,5,4,0,Nothing in hand
21632,11,6,5,1,11,1,One pair
21633,4,2,1,8,13,0,Nothing in hand
21634,1,8,9,12,13,0,Nothing in hand
21635,2,10,6,3,6,1,One pair
21636,5,5,9,10,4,1,One pair
21637,8,5,7,8,4,1,One pair
21638,1,7,3,9,13,5,Flush
21639,2,10,3,9,12,0,Nothing in hand
21640,4,11,5,5,6,1,One pair
21641,11,11,6,10,5,1,One pair
21642,11,3,1,7,12,0,Nothing in hand
21643,6,9,12,7,12,1,One pair
21644,9,1,7,9,12,1,One pair
21645,12,4,6,13,10,0,Nothing in hand
21646,5,4,9,1,11,0,Nothing in hand
21647,6,9,13,2,5,0,Nothing in hand
21648,13,1,2,13,4,1,One pair
21649,9,3,4,10,7,0,Nothing in hand
21650,8,4,10,7,13,0,Nothing in hand
21651,2,3,12,2,12,2,Two pairs
21652,1,5,11,9,4,0,Nothing in hand
21653,2,5,13,8,7,0,Nothing in hand
21654,9,3,12,12,6,1,One pair
21655,11,5,9,4,6,0,Nothing in hand
21656,4,1,9,9,5,1,One pair
21657,9,1,6,5,7,0,Nothing in hand
21658,13,1,1,7,6,1,One pair
21659,1,10,13,11,1,1,One pair
21660,5,5,12,11,9,1,One pair
21661,2,7,8,12,3,5,Flush
21662,10,10,11,12,10,3,Three of a kind
21663,11,5,7,9,1,0,Nothing in hand
21664,13,10,3,13,10,2,Two pairs
21665,11,2,3,13,5,0,Nothing in hand
21666,7,4,6,2,11,0,Nothing in hand
21667,13,5,8,1,3,0,Nothing in hand
21668,8,10,5,13,9,0,Nothing in hand
21669,13,5,4,8,3,0,Nothing in hand
21670,6,9,9,2,11,1,One pair
21671,6,9,3,9,8,1,One pair
21672,10,5,9,10,11,1,One pair
21673,2,1,12,3,6,0,Nothing in hand
21674,7,13,11,12,3,0,Nothing in hand
21675,2,4,12,4,10,1,One pair
21676,1,12,5,4,4,1,One pair
21677,4,5,13,7,7,1,One pair
21678,3,4,2,11,7,0,Nothing in hand
21679,1,7,11,11,6,1,One pair
21680,3,10,4,8,1,0,Nothing in hand
21681,1,4,13,3,10,0,Nothing in hand
21682,9,2,12,3,12,1,One pair
21683,11,8,4,1,7,0,Nothing in hand
21684,5,11,10,8,7,0,Nothing in hand
21685,7,13,1,1,5,1,One pair
21686,4,4,3,4,1,3,Three of a kind
21687,4,4,9,10,3,1,One pair
21688,2,4,7,8,2,1,One pair
21689,4,10,3,10,8,1,One pair
21690,1,11,3,4,10,0,Nothing in hand
21691,13,11,4,2,7,0,Nothing in hand
21692,2,11,10,5,9,0,Nothing in hand
21693,5,2,12,7,11,0,Nothing in hand
21694,12,7,1,2,9,0,Nothing in hand
21695,13,8,3,7,12,0,Nothing in hand
21696,8,3,6,1,2,0,Nothing in hand
21697,2,4,4,10,12,1,One pair
21698,4,2,11,12,6,0,Nothing in hand
21699,8,2,11,11,9,1,One pair
21700,6,10,4,9,12,0,Nothing in hand
21701,3,3,11,7,5,1,One pair
21702,9,11,10,10,8,1,One pair
21703,3,5,10,1,12,0,Nothing in hand
21704,11,10,1,5,2,0,Nothing in hand
21705,2,3,6,11,4,0,Nothing in hand
21706,9,3,10,8,5,0,Nothing in hand
21707,4,9,2,10,4,1,One pair
21708,5,11,11,7,6,1,One pair
21709,12,3,10,7,12,1,One pair
21710,9,13,8,13,7,1,One pair
21711,2,6,1,6,7,1,One pair
21712,2,7,1,9,6,0,Nothing in hand
21713,9,13,12,10,6,0,Nothing in hand
21714,9,12,2,5,8,0,Nothing in hand
21715,1,2,4,6,10,0,Nothing in hand
21716,12,13,12,4,12,3,Three of a kind
21717,13,12,13,8,8,2,Two pairs
21718,1,12,7,10,9,0,Nothing in hand
21719,1,10,7,10,4,1,One pair
21720,7,11,12,5,8,0,Nothing in hand
21721,8,13,7,7,9,1,One pair
21722,9,5,4,1,8,0,Nothing in hand
21723,2,9,2,4,12,1,One pair
21724,7,11,12,7,13,1,One pair
21725,2,5,3,10,9,0,Nothing in hand
21726,10,5,5,13,13,2,Two pairs
21727,6,10,4,12,4,1,One pair
21728,4,1,4,8,6,1,One pair
21729,9,8,7,13,4,0,Nothing in hand
21730,3,1,7,9,13,0,Nothing in hand
21731,8,3,11,1,2,0,Nothing in hand
21732,10,12,13,2,11,0,Nothing in hand
21733,1,6,12,8,1,1,One pair
21734,5,11,6,8,4,0,Nothing in hand
21735,8,3,3,5,2,1,One pair
21736,11,13,2,9,4,0,Nothing in hand
21737,5,9,6,2,4,0,Nothing in hand
21738,12,9,5,1,11,0,Nothing in hand
21739,2,11,11,8,12,1,One pair
21740,9,6,9,8,13,1,One pair
21741,6,13,13,10,7,1,One pair
21742,12,1,9,3,9,1,One pair
21743,10,9,3,13,4,0,Nothing in hand
21744,10,1,12,5,13,0,Nothing in hand
21745,2,2,2,2,10,7,Four of a kind
21746,5,5,3,12,2,1,One pair
21747,6,13,13,8,3,1,One pair
21748,1,7,10,6,1,1,One pair
21749,11,11,2,8,9,1,One pair
21750,7,12,8,12,4,1,One pair
21751,4,7,3,1,2,0,Nothing in hand
21752,8,12,6,13,10,0,Nothing in hand
21753,5,4,13,10,8,0,Nothing in hand
21754,6,1,7,10,4,0,Nothing in hand
21755,5,4,2,3,2,1,One pair
21756,3,5,10,7,4,0,Nothing in hand
21757,3,12,4,10,7,0,Nothing in hand
21758,5,12,7,11,13,0,Nothing in hand
21759,3,9,10,10,8,1,One pair
21760,9,1,13,2,5,0,Nothing in hand
21761,6,1,4,2,3,0,Nothing in hand
21762,13,8,9,10,5,0,Nothing in hand
21763,5,4,3,11,4,1,One pair
21764,7,4,5,11,12,0,Nothing in hand
21765,13,11,8,12,10,0,Nothing in hand
21766,2,11,3,9,10,0,Nothing in hand
21767,7,5,12,3,10,0,Nothing in hand
21768,5,7,3,2,12,0,Nothing in hand
21769,13,1,1,2,12,1,One pair
21770,13,11,1,5,8,0,Nothing in hand
21771,5,5,3,3,13,2,Two pairs
21772,5,11,4,3,1,0,Nothing in hand
21773,12,10,12,1,1,2,Two pairs
21774,1,13,12,5,3,0,Nothing in hand
21775,11,13,10,10,8,1,One pair
21776,5,6,1,2,7,0,Nothing in hand
21777,11,2,8,4,4,1,One pair
21778,9,11,1,2,5,0,Nothing in hand
21779,1,13,2,7,12,0,Nothing in hand
21780,3,9,2,6,11,0,Nothing in hand
21781,9,6,8,1,5,0,Nothing in hand
21782,8,3,3,12,4,1,One pair
21783,8,5,12,12,5,2,Two pairs
21784,3,2,8,5,1,0,Nothing in hand
21785,1,5,11,12,11,1,One pair
21786,5,7,10,1,4,0,Nothing in hand
21787,3,4,13,5,12,0,Nothing in hand
21788,13,10,8,3,1,0,Nothing in hand
21789,13,3,12,11,13,1,One pair
21790,3,2,13,8,5,0,Nothing in hand
21791,12,6,13,5,12,1,One pair
21792,9,12,2,4,10,0,Nothing in hand
21793,1,10,11,7,4,0,Nothing in hand
21794,8,12,6,7,4,0,Nothing in hand
21795,11,9,13,5,9,1,One pair
21796,11,9,4,12,5,0,Nothing in hand
21797,2,12,6,12,10,1,One pair
21798,12,3,7,11,3,1,One pair
21799,7,4,4,2,2,2,Two pairs
21800,13,5,12,1,6,0,Nothing in hand
21801,11,12,11,6,8,1,One pair
21802,13,12,10,5,9,0,Nothing in hand
21803,4,4,11,13,7,1,One pair
21804,10,1,5,7,12,0,Nothing in hand
21805,2,1,3,9,13,0,Nothing in hand
21806,8,7,4,8,4,2,Two pairs
21807,10,1,6,12,8,0,Nothing in hand
21808,6,9,7,5,10,0,Nothing in hand
21809,10,12,9,13,5,0,Nothing in hand
21810,8,3,8,10,6,1,One pair
21811,9,11,5,11,9,2,Two pairs
21812,3,9,1,4,1,1,One pair
21813,1,8,13,4,12,0,Nothing in hand
21814,2,1,8,1,6,1,One pair
21815,5,6,13,8,2,0,Nothing in hand
21816,9,2,11,3,4,0,Nothing in hand
21817,11,10,13,1,2,0,Nothing in hand
21818,6,6,8,12,2,1,One pair
21819,11,12,3,1,4,0,Nothing in hand
21820,11,5,3,13,11,1,One pair
21821,8,5,13,2,9,0,Nothing in hand
21822,7,10,9,12,8,0,Nothing in hand
21823,10,7,6,3,4,0,Nothing in hand
21824,2,5,7,11,5,1,One pair
21825,11,12,9,13,6,0,Nothing in hand
21826,1,11,10,5,4,0,Nothing in hand
21827,7,6,10,3,8,0,Nothing in hand
21828,12,2,11,3,5,0,Nothing in hand
21829,3,10,2,9,11,0,Nothing in hand
21830,9,3,13,1,13,1,One pair
21831,10,5,13,1,13,1,One pair
21832,5,8,12,6,11,0,Nothing in hand
21833,3,1,10,12,9,0,Nothing in hand
21834,13,7,4,6,6,1,One pair
21835,13,9,6,5,12,0,Nothing in hand
21836,4,6,4,3,4,3,Three of a kind
21837,5,10,12,8,11,0,Nothing in hand
21838,13,3,1,13,13,3,Three of a kind
21839,7,7,13,12,13,2,Two pairs
21840,6,11,6,8,8,2,Two pairs
21841,4,9,8,13,2,0,Nothing in hand
21842,3,2,1,9,9,1,One pair
21843,10,3,3,12,13,1,One pair
21844,10,13,10,6,6,2,Two pairs
21845,12,2,2,12,13,2,Two pairs
21846,1,6,10,8,5,0,Nothing in hand
21847,7,8,10,10,4,1,One pair
21848,4,13,11,12,3,0,Nothing in hand
21849,5,6,10,11,4,0,Nothing in hand
21850,12,4,4,2,11,1,One pair
21851,13,12,2,1,3,0,Nothing in hand
21852,10,12,13,11,5,0,Nothing in hand
21853,10,4,2,11,10,1,One pair
21854,13,3,6,10,2,0,Nothing in hand
21855,9,3,13,6,6,1,One pair
21856,4,8,11,11,5,1,One pair
21857,8,11,12,2,12,1,One pair
21858,8,10,3,2,4,0,Nothing in hand
21859,10,5,13,1,3,0,Nothing in hand
21860,2,12,4,5,1,0,Nothing in hand
21861,7,4,6,11,9,0,Nothing in hand
21862,5,8,3,3,5,2,Two pairs
21863,13,6,12,1,5,0,Nothing in hand
21864,7,3,11,10,4,0,Nothing in hand
21865,3,5,12,6,1,0,Nothing in hand
21866,2,13,8,12,11,0,Nothing in hand
21867,1,8,4,1,3,1,One pair
21868,9,3,1,11,13,0,Nothing in hand
21869,8,13,1,2,10,0,Nothing in hand
21870,9,4,1,12,12,1,One pair
21871,12,7,5,4,4,1,One pair
21872,13,4,4,9,3,1,One pair
21873,11,1,2,12,1,1,One pair
21874,10,1,9,13,12,0,Nothing in hand
21875,4,2,9,8,10,0,Nothing in hand
21876,11,12,3,11,7,1,One pair
21877,13,2,4,4,1,1,One pair
21878,9,11,13,11,4,1,One pair
21879,10,3,11,5,9,0,Nothing in hand
21880,6,5,10,2,10,1,One pair
21881,13,1,5,9,4,0,Nothing in hand
21882,12,6,6,1,2,1,One pair
21883,2,2,5,10,8,1,One pair
21884,1,11,12,10,9,0,Nothing in hand
21885,8,12,5,1,3,0,Nothing in hand
21886,4,8,7,5,6,4,Straight
21887,2,2,12,11,8,1,One pair
21888,4,10,1,4,1,2,Two pairs
21889,11,13,9,12,8,0,Nothing in hand
21890,7,11,8,4,9,0,Nothing in hand
21891,3,10,5,6,6,1,One pair
